TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
8314	Kích Nhưỡng Ca	GuestFriendItem_1	35	8314	8314		PartnerCardGift	1	Đào giếng lấy nước, trồng cây lấy quả!\n\nVật yêu thích của [FFFE0D]Hậu Nghệ[-]	1800	1	1	100	4	1	0	999										
8322	Kinh Kha Ca	GuestFriendItem_2	35	8314	8314		PartnerCardGift	1	Gió thổi sông Dịch lạnh lùng ghê,\nTráng sĩ một đi không trở về.\nĐầm rồng hang hổ không lo sợ,\nHóa sắc thân hồng thỏa chí mê.\n\nVật yêu thích của [FFFE0D]Kinh Kha[-]	1800	1	1	100	4	1	0	999										
8323	Cai Hạ Ca	GuestFriendItem_3	35	8314	8314		PartnerCardGift	1	Sức dời núi, khí trùm trời,.\nÔ Truy chùn bước bởi thời không may.\nNgựa sao chùn bước thế này!\nNgu Cơ, biết tính sao đây hỡi nàng!Vật yêu thích của [FFFE0D]Hạng Vũ/Ngu Cơ[-]	1800	1	1	100	4	1	0	999										
8324	Giai Nhân Phương Bắc	GuestFriendItem_4	35	8314	8314		PartnerCardGift	1	Tự xưng khuynh thành.\nThanh tao thoát tục.\nBước chân dịu dàng.\nÁo đỏ đan vội.\nĐiệu nhảy say lòng.\n\nVật yêu thích của [FFFE0D]Tô Đắc Kỷ[-]	1800	1	1	100	4	1	0	999										
8325	Điền Gia Nguyên Nhật	GuestFriendItem_5	35	8314	8314		PartnerCardGift	1	Về bắc đêm muộn.\nTuổi trẻ cường tráng.\nChăm chỉ trồng trọt.\nMong được bội thu.\n\nVật yêu thích của [FFFE0D]Lý Quảng[-]	1800	1	1	100	4	1	0	999										
8326	Nguyên Nhật	GuestFriendItem_6	35	8314	8314		PartnerCardGift	1	Đã hết một năm tiếng pháo vang,\nRượu ấm thoảng đưa gió xuân sang,\nMuôn ngõ vạn nhà đều sáng sủa,\nThẻ đào thay mới, đón bình an.\n\nVật yêu thích của [FFFE0D]Thiên Tinh Đạo Trưởng[-]	1800	1	1	100	4	1	0	999										
8327	Tương Tư	GuestFriendItem_7	35	8314	8314		PartnerCardGift	1	Nước nam sinh đậu đỏ, xuân về nở cành xinh.\nNgười ơi hái nhiều nhé, nhớ nhau tha thiết tình.\n\nVật yêu thích của [FFFE0D]Trương Phong[-]	1800	1	1	100	4	1	0	999										
8328	Dã Vọng	GuestFriendItem_8	35	8314	8314		PartnerCardGift	1	Cảnh chiều thơ thẩn dạo, Vơ vẩn tận xóm xa.\nCây cỏ vàng thu nhuốm, Đầu non xế bóng tà\nLưng trâu người mục tử, Mình ngựa túi chim săn\nNhìn nhau mà chẳng biết, Nghêu ngao khúc an bần.\n\nVật yêu thích của [FFFE0D]Yên Nhược Tuyết[-]	1800	1	1	100	4	1	0	999										
8329	Phong Vũ	GuestFriendItem_9	35	8314	8314		PartnerCardGift	1	Thơ sầu xót xa.\nLong đong cả đời.\nLá vàng lả tả.\nTiếng sáo chơi vơi.\n\nVật yêu thích của [FFFE0D]Dương Ảnh Phong[-]	1800	1	1	100	4	1	0	999										
8330	Quy Tung Sơn Tác	GuestFriendItem_10	35	8314	8314		PartnerCardGift	1	Ngựa chậm bước dong.\nĐợi người trở về.\nNúi ngập tà dương.\nTung Sơn vô thường.\n\nVật yêu thích của [FFFE0D]Quỷ Cốc Tử[-]	1800	1	1	100	4	1	0	999										
8331	Binh Xa Hành (Mảnh)	GuestFriendItem_11	35	8314	8314		PartnerCardGift	1	Người ngựa tấp nập,\nthiếu niên đeo cung.\nThê tử đưa tiễn, \ngió bụi mịt mù.\n\nVật yêu thích của [FFFE0D]Triệu Vân[-]	1800	1	1	100	4	1	0	999										
8332	Tây Thi Vịnh (Tàn Quyển)	GuestFriendItem_12	35	8314	8314		PartnerCardGift	1	Tây Thi xinh đẹp.\nHóa nàng cung phi.\n\nVật yêu thích của [FFFE0D]Tây Thi[-]	1800	1	1	100	4	1	0	999										
8479	Quan Thư	GuestFriendItem_45	35	8314	8314		PartnerCardGift	1	Quan quan thư cưu,\nTại hà chi châu.\nYểu điệu thục nữ,\nQuân tử hảo cầu.\n\nVật yêu thích của [FFFE0D]Dương Anh[-]	1800	1	1	100	4	1	0	999										
8480	Mộc Qua	GuestFriendItem_46	35	8314	8314		PartnerCardGift	1	Ban ta mộc qua, trả người quỳnh cư.\nChẳng cần báo đáp, chỉ mong mãi mãi!\n\nVật yêu thích của [FFFE0D]Chúc Tử Hư[-]	1800	1	1	100	4	1	0	999										
8482	Thanh Minh	GuestFriendItem_47	35	8314	8314		PartnerCardGift	1	Thanh minh thời tiết mưa phùn,\nKhách đi đường thấy lòng buồn nao nao.\nHỏi xem quán rượu nơi nào,\nMục đồng chỉ điểm đường vào Hạnh Hoa.\n\nVật yêu thích của [FFFE0D]Hoàng Mộ Vân[-]	1800	1	1	100	4	1	0	999										
8483	Thanh Minh Dạ	GuestFriendItem_49	35	8314	8314		PartnerCardGift	1	Gió tiết Thanh Minh,\nkhắc dấu lịch sử.\nMột mình ca hát, \nnghe đàn ngắm hoa.\n\nVật yêu thích của [FFFE0D]Đạo Nhất Chân Nhân[-]	1800	1	1	100	4	1	0	999										
8484	Vấn Lưu Thập Cửu	GuestFriendItem_50	35	8314	8314		PartnerCardGift	1	Rượu nguyên tăm lục sủi, Lò nhỏ đất hồng pha.\nChiều xuống trời rơi tuyết, Nên chăng một chén khà?\n\nVật yêu thích của [FFFE0D]Đoan Mộc Duệ[-]	1800	1	1	100	4	1	0	999										
8486	Giang Nam Khúc	GuestFriendItem_52	35	8314	8314		PartnerCardGift	1	Làm vợ người buôn bán, Hẹn sao chẳng nhớ lời.\nSớm hay chiều đúng buổi, Thà lấy kẻ ra khơi.\n\nVật yêu thích của [FFFE0D]Doãn Hàm Yên[-]	1800	1	1	100	4	1	0	999										
8488	Hán Giang Lâm Phiếm (Mảnh)	GuestFriendItem_54	35	8314	8314		PartnerCardGift	1	Nước trôi ngoài đất trời.\nMàu trời hóa hư không.\n\nVật yêu thích của [FFFE0D]Tuyền Cơ Tử[-]	1800	1	1	100	4	1	0	999										
8489	Mã Ngôi Pha	GuestFriendItem_55	35	8314	8314		PartnerCardGift	1	Huyền Tông trở lại, Dương phi vong,\nTuế nguyệt đổi thay, tình ái không.\nRốt cuộc nhà vua đáng thánh đế,\nCảnh Dương giếng cạn ai ngóng trông.\n\nVật yêu thích của [FFFE0D]Hà Nhân Ngã[-]	1800	1	1	100	4	1	0	999										
8490	Đào Hoa Khê	GuestFriendItem_56	35	8314	8314		PartnerCardGift	1	Cầu Phi khuất khuất khói đồng sâu,\nBến đá bờ tây hỏi mấy câu:\nSuốt buổi hoa đào theo nước chảy,\nSuối trong nước chảy, động ở đâu?\n\nVật yêu thích của [FFFE0D]Đường Cừu[-]	1800	1	1	100	4	1	0	999										
8333	Bách Tuấn Đồ	GuestFriendItem_13	35	8333	8333		PartnerCardGift	1	Tranh vẽ ngựa phi, màu sắc hài hòa, bố cục phức tạp.\n\nVật yêu thích của [FFFE0D]Hoàn Nhan Hồng Liệt[-]	1800	1	1	100	4	1	0	999										
8334	Thu Sơn Vãn Thúy Đồ	GuestFriendItem_14	35	8333	8333		PartnerCardGift	1	Tranh đặt bố cục đường, cầu, thác nước từ gần đến xa, tầm mắt dừng lại ở tòa tháp miếu bên phải.\n\nVật yêu thích của [FFFE0D]Đường Giản[-]	1800	1	1	100	4	1	0	999										
8335	Tinh Loan Tiêu Tự Đồ	GuestFriendItem_15	35	8333	8333		PartnerCardGift	1	Tranh vẽ cảnh sắc non nước mùa đông, núi non trùng điệp, thác nước trong trong.\n\nVật yêu thích của [FFFE0D]Thượng Quan Phi Long[-]	1800	1	1	100	4	1	0	999										
