TemplateId	Name	Kind	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
583	Thử nghiệm trang bị đồng hành	test33	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
584	Thử nghiệm trang bị đồng hành	test34	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
586	Nón Đồng Hành	test36	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
587	Dây Chuyền Đồng Hành	test37	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
588	Áo Đồng Hành	test38	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
589	Quần Đồng Hành	test39	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
590	Tay Đồng Hành	test40	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
591	Giày Đồng Hành	test41	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
592	Nón Đồng Hành 2	test42	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
593	Dây Chuyền Đồng Hành 2	test43	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
594	Áo Đồng Hành 2	test44	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
595	Quần Đồng Hành 2	test45	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
596	Tay Đồng Hành 2	test46	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
597	Giày Đồng Hành 2	test47	35	100		PartnerEquip	2	100		1	1		1000		1	1	99999										
603	Bùa Sinh Lực-Sơ	Rune_1_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
604	Bùa Sinh Lực-Trung	Rune_1_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
605	Bùa Sinh Lực-Cao	Rune_1_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
606	Bùa Sinh Lực-Cường Hiệu	Rune_1_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
607	Bùa Sinh Lực-Đặc Hiệu	Rune_1_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
608	Bùa Sinh Lực-Hoàn Mỹ	Rune_1_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
609	Bùa Tấn Công-Sơ	Rune_2_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
610	Bùa Tấn Công-Trung	Rune_2_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
611	Bùa Tấn Công-Cao	Rune_2_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
612	Bùa Tấn Công-Cường Hiệu	Rune_2_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
613	Bùa Tấn Công-Đặc Hiệu	Rune_2_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
614	Bùa Tấn Công-Hoàn Mỹ	Rune_2_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
615	Bùa Kháng Tất Cả-Sơ	Rune_3_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
616	Bùa Kháng Tất Cả-Trung	Rune_3_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
617	Bùa Kháng Tất Cả-Cao	Rune_3_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
618	Bùa Kháng Tất Cả-Cường Hiệu	Rune_3_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
619	Bùa Kháng Tất Cả-Đặc Hiệu	Rune_3_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
620	Bùa Kháng Tất Cả-Hoàn Mỹ	Rune_3_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
621	Bùa Chính Xác-Sơ	Rune_4_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
622	Bùa Chính Xác-Trung	Rune_4_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
623	Bùa Chính Xác-Cao	Rune_4_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
624	Bùa Chính Xác-Cường Hiệu	Rune_4_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
625	Bùa Chính Xác-Đặc Hiệu	Rune_4_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
626	Bùa Chính Xác-Hoàn Mỹ	Rune_4_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
627	Bùa Né Tránh-Sơ	Rune_5_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
628	Bùa Né Tránh-Trung	Rune_5_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
629	Bùa Né Tránh-Cao	Rune_5_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
630	Bùa Né Tránh-Cường Hiệu	Rune_5_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
631	Bùa Né Tránh-Đặc Hiệu	Rune_5_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
632	Bùa Né Tránh-Hoàn Mỹ	Rune_5_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
633	Bùa Bạo Kích-Sơ	Rune_6_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
634	Bùa Bạo Kích-Trung	Rune_6_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
635	Bùa Bạo Kích-Cao	Rune_6_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
636	Bùa Bạo Kích-Cường Hiệu	Rune_6_Lv4	35	100		PartnerEquip	2	100		120000	4		1000	4	1	1	99999										
637	Bùa Bạo Kích-Đặc Hiệu	Rune_6_Lv5	35	100		PartnerEquip	2	100		480000	5		1000	5	1	1	99999										
638	Bùa Bạo Kích-Hoàn Mỹ	Rune_6_Lv6	35	100		PartnerEquip	2	100		1920000	6		1000	6	1	1	99999										
639	Bùa Bỏ Qua Né Tránh-Sơ	Rune_7_Lv1	35	100		PartnerEquip	2	100		5000	1		1000	1	1	1	99999										
640	Bùa Bỏ Qua Né Tránh-Trung	Rune_7_Lv2	35	100		PartnerEquip	2	100		15000	2		1000	2	1	1	99999										
641	Bùa Bỏ Qua Né Tránh-Cao	Rune_7_Lv3	35	100		PartnerEquip	2	100		40000	3		1000	3	1	1	99999										
